e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005178 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0039670 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0017126 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0019835 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029825 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0043185 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0009356 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0035246 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0028206 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0036086 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0024499 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048076 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0047185 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0030744 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0024320 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000005 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029053 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0028476 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006190 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001338 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007183 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0032272 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0017699 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0034291 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000215 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0041725 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001061 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001916 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0023048 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0020645 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0012781 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000841 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0012781 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0032448 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0031794 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0021757 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0002244 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0016860 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0002244 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029670 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0002244 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0039209 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005041 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005303 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005041 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001040 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0034318 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006190 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0018166 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007797 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0024635 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000841 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011461 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000841 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011461 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0027615 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0031705 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0025079 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0036836 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000774 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026925 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0023722 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026925 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026448 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001976 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011474 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001976 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048181 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0023075 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0004599 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003136 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001354 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003136 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048386 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0012863 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003535 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0030663 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0022149 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0008838 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003535 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0047453 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0015472 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0016957 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001040 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001236 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007072 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029459 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0032492 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006568 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0004200 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006568 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0016239 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006568 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0025330 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003106 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005519 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0003106 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006411 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0013763 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0015608 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0013763 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011617 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006868 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005178 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0004048 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0016860 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0004048 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029670 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0045930 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0035037 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0045930 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048386 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0045101 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0040524 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0045101 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0019106 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007110 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0044067 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007110 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0020059 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0021153 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0032025 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0029656 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000851 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0020981 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000851 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0020981 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0037408 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0012084 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0022506 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0046490 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007183 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0046490 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0030621 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026942 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007183 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026942 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026656 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0017126 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0043185 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0019835 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0009356 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0047185 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006131 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0032448 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000841 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0027615 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000841 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0026448 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0023722 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011474 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0041559 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048181 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0035585 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001354 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007717 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001354 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0011765 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001354 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0048386 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0001040 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005303 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0006411 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0005519 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000851 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0023722 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000851 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0007779 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0000851 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0033446 Temporal_Order
e caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0022506 caci:Schemas/Instantiated/cluster_7/Steps/EN_Event_0017553 Temporal_Order
t # 2
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0004971 Disaster.Crash.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007016 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0009241 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0009259 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0011918 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012113 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013237 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0016880 Control.ImpedeInterfereWith.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021369 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024089 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0029816 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033039 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033995 ArtifactExistence.ManufactureAssemble.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0034768 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0035237 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0035341 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036595 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036823 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038295 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0039430 ArtifactExistence.DamageDestroyDisableDismantle.Destroy
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0039562 GenericCrime.GenericCrime.GenericCrime
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0041856 ArtifactExistence.ManufactureAssemble.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042264 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0042283 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044720 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0047206 Movement.Transportation.PreventPassage
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0048803 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049411 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0049542 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022275 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0043447 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027492 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0043340 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0023387 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012659 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0048948 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027886 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024580 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0019660 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044551 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046655 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044647 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028325 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007269 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032056 Cognitive.IdentifyCategorize.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002191 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018165 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0038361 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0008459 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001712 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046979 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013074 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0046867 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036241 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0050236 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0044488 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033542 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032461 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0045487 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0032831 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0018124 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000993 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0040904 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012800 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0005539 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0003538 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025934 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0002282 Transaction.ExchangeBuySell.Unspecified
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0004971 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022275 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0007016 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0043447 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0009241 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0048948 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0011918 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012113 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012113 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036241 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012113 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027492 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012113 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0013237 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0043340 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021369 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0043340 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0024089 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001712 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0026352 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0022387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0021662 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0025177 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0017438 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0001008 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027080 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0028944 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012972 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033039 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0023387 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0033995 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0035237 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0012659 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0035237 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0048948 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0035341 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0027886 Temporal_Order
e caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0036595 caci:Schemas/Instantiated/cluster_8/Steps/EN_Event_0000239 Temporal_Order
