t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0048603 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0018494 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0032414 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0002783 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0016248 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0046760 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0045972 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0010628 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0045972 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0004297 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0045972 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0001446 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0009943 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0046760 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0002783 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000898 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0002783 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0016917 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0002783 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0050020 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0002783 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0022484 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0004297 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0010462 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0004297 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0010628 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0004297 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0001446 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000898 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0030039 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000898 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000255 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000898 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0040775 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0050020 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000255 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0022484 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000255 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0022484 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0016917 Temporal_Order
e caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0016917 caci:Schemas/Instantiated/cluster_93/Steps/EN_Event_0000255 Temporal_Order
t # 83
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010267 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010571 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0024564 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036181 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036301 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037038 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0043953 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0047824 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0017790 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0050122 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0039703 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037319 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013651 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0014351 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026040 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026048 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009490 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0012706 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0016241 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003256 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0015888 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013873 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0034669 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0049041 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0043498 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Movement.Transportation.Unspecified
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010267 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010267 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0014351 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010267 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0017790 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010267 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0050122 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010571 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010571 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0010571 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0024564 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0039703 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036181 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036181 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026040 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036181 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037319 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036181 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013651 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036301 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036301 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0015888 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0036301 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037038 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003256 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0047824 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0047824 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026048 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0047824 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0017790 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0014351 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0050122 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0050122 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0014351 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037319 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0037319 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026040 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013651 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013651 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026040 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0014351 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026040 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026048 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0049041 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009490 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0043498 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0012706 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0034669 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0016241 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003256 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0015888 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0000373 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0013873 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026048 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0026048 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009490 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0034669 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009490 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0016241 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0016241 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003256 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0049041 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0015888 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0015888 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0043498 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0003640 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0009947 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0044714 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0043498 Temporal_Order
e caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0006458 caci:Schemas/Instantiated/cluster_94/Steps/EN_Event_0031938 Temporal_Order
t # 84
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0018122 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0022223 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0026992 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032285 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0032673 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044600 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046219 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044645 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0033734 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0015495 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047943 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0012097 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041036 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046869 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045671 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0004368 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0037916 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050628 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010683 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0042798 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0013611 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010829 ArtifactExistence.DamageDestroyDisableDismantle.Damage
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001692 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025910 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0011711 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036945 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006712 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0050273 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0048392 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0047791 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0023343 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038028 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0046049 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0019918 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0049113 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0013466 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0036502 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0040882 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0010741 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0020911 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030298 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038634 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005826 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0006817 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0030812 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009828 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Movement.Transportation.Unspecified
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038666 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0042798 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0005716 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0024839 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000585 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0038681 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0003166 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0034696 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000172 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0009169 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0045149 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0018122 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0033734 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0022223 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0022223 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0044645 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0041263 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0001123 Temporal_Order
e caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0025153 caci:Schemas/Instantiated/cluster_95/Steps/EN_Event_0000065 Temporal_Order
