t # 0
v 0 0
v 1 1
v 2 2
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 3
v 12 0
v 13 4
v 14 5
v 15 6
v 16 2
v 17 2
v 18 6
v 19 6
v 20 6
v 21 7
v 22 6
v 23 6
v 24 5
v 25 6
v 26 6
v 27 6
v 28 1
v 29 8
v 30 7
v 31 5
v 32 1
v 33 1
v 34 6
v 35 1
v 36 9
v 37 7
e 63 146 0
e 63 147 0
e 63 205 0
e 63 206 0
e 63 148 0
e 63 149 0
e 63 150 0
e 63 151 0
e 63 167 0
e 63 174 0
e 63 152 0
e 63 153 0
e 63 154 0
e 63 155 0
e 63 156 0
e 63 157 0
e 63 158 0
e 63 199 0
e 63 159 0
e 68 160 0
e 74 161 0
e 77 162 0
e 79 163 0
e 79 164 0
e 79 201 0
e 82 165 0
e 82 166 0
e 86 167 0
e 86 175 0
e 90 168 0
e 95 173 0
e 96 173 0
e 101 169 0
e 101 170 0
e 102 171 0
e 103 172 0
e 104 173 0
e 108 177 0
e 108 203 0
e 110 174 0
e 110 175 0
e 111 176 0
e 120 203 0
e 120 177 0
e 121 179 0
e 124 204 0
e 124 178 0
e 125 179 0
e 128 183 0
e 128 207 0
e 129 205 0
e 129 206 0
e 129 180 0
e 129 181 0
e 130 208 0
e 130 185 0
e 130 182 0
e 132 183 0
e 132 207 0
e 133 184 0
e 133 185 0
e 134 210 0
e 134 186 0
e 136 187 0
e 137 210 0
e 138 188 0
e 139 189 0
e 139 190 0
e 140 191 0
e 145 211 0
e 145 192 0
e 146 212 0
e 146 193 0
e 153 194 0
e 154 195 0
e 155 196 0
e 156 197 0
e 157 198 0
e 159 213 0
e 159 199 0
e 164 200 0
e 164 201 0
e 175 202 0
e 177 203 0
e 178 204 0
e 180 205 0
e 181 206 0
e 182 208 0
e 183 207 0
e 184 208 0
e 185 208 0
e 185 209 0
e 186 210 0
e 192 211 0
e 193 212 0
e 199 213 0
e 207 214 0
e 207 215 0
t # 52
v 0 6
v 1 31
v 2 6
v 3 0
v 4 0
v 5 15
v 6 0
v 7 0
v 8 0
v 9 6
v 10 0
v 11 3
v 12 31
v 13 35
v 14 2
v 15 3
v 16 6
v 17 3
v 18 0
v 19 13
v 20 0
v 21 0
v 22 0
v 23 0
v 24 0
v 25 0
v 26 2
v 27 0
v 28 0
v 29 0
v 30 3
v 31 3
v 32 2
v 33 2
v 34 20
v 35 0
v 36 0
v 37 0
v 38 0
v 39 6
v 40 6
v 41 3
v 42 3
v 43 3
v 44 3
v 45 3
v 46 3
v 47 0
v 48 3
v 49 6
v 50 6
v 51 6
v 52 6
v 53 6
v 54 6
v 55 6
v 56 2
v 57 33
v 58 6
v 59 6
v 60 13
v 61 3
v 62 6
v 63 6
v 64 15
v 65 8
v 66 33
v 67 0
v 68 6
v 69 8
v 70 33
v 71 14
v 72 13
v 73 13
v 74 35
v 75 2
v 76 13
v 77 6
v 78 13
v 79 13
v 80 13
v 81 4
v 82 2
v 83 6
v 84 6
v 85 6
v 86 6
v 87 3
v 88 15
v 89 6
e 0 34 0
e 0 19 0
e 1 48 0
e 3 35 0
e 3 20 0
e 3 21 0
e 4 36 0
e 4 22 0
e 4 23 0
e 5 87 0
e 5 48 0
e 6 37 0
e 6 24 0
e 6 25 0
e 7 62 0
e 7 82 0
e 7 26 0
e 7 42 0
e 8 38 0
e 8 27 0
e 8 28 0
e 10 29 0
e 11 30 0
e 12 48 0
e 12 77 0
e 12 86 0
e 13 48 0
e 13 63 0
e 14 48 0
e 14 57 0
e 14 41 0
e 14 62 0
e 14 42 0
e 14 85 0
e 14 75 0
e 14 50 0
e 14 67 0
e 14 84 0
e 14 43 0
e 14 39 0
e 14 44 0
e 14 31 0
e 15 48 0
e 16 48 0
e 16 32 0
e 17 48 0
e 17 74 0
e 17 61 0
e 17 83 0
e 17 52 0
e 18 48 0
e 18 54 0
e 18 40 0
e 18 33 0
e 19 34 0
e 20 48 0
e 21 35 0
e 22 48 0
e 23 36 0
e 24 48 0
e 25 37 0
e 26 62 0
e 26 82 0
e 27 48 0
e 28 38 0
e 29 48 0
e 31 48 0
e 31 62 0
e 31 50 0
e 31 67 0
e 31 42 0
e 31 85 0
e 31 75 0
e 31 43 0
e 31 84 0
e 31 44 0
e 31 41 0
e 31 68 0
e 31 39 0
e 32 48 0
e 33 48 0
e 33 54 0
e 33 40 0
e 39 57 0
e 39 48 0
e 39 67 0
e 39 41 0
e 39 50 0
e 39 62 0
e 39 75 0
e 39 43 0
e 39 85 0
e 39 44 0
e 39 84 0
e 39 42 0
e 40 48 0
e 40 54 0
e 41 62 0
e 41 48 0
e 41 85 0
e 41 75 0
e 41 84 0
e 41 67 0
e 41 50 0
e 41 43 0
e 41 44 0
e 41 42 0
e 42 48 0
e 42 85 0
e 42 75 0
e 42 84 0
e 42 50 0
e 42 67 0
e 42 43 0
e 42 62 0
e 42 44 0
e 43 48 0
e 43 74 0
e 43 45 0
e 43 67 0
e 44 48 0
e 44 74 0
e 44 45 0
e 44 67 0
e 45 48 0
e 45 74 0
e 45 46 0
e 46 48 0
e 46 47 0
e 46 74 0
e 47 48 0
e 47 52 0
e 48 72 0
e 48 80 0
e 48 49 0
e 48 69 0
e 48 79 0
e 48 50 0
e 48 51 0
e 48 68 0
e 48 70 0
e 48 78 0
e 48 67 0
e 48 52 0
e 48 83 0
e 48 53 0
e 48 86 0
e 48 77 0
e 48 87 0
e 48 66 0
e 48 73 0
e 48 54 0
e 48 55 0
e 48 89 0
e 48 82 0
e 48 56 0
e 48 57 0
e 48 74 0
e 48 71 0
e 48 58 0
e 48 59 0
e 48 60 0
e 48 84 0
e 48 61 0
e 48 62 0
e 48 85 0
e 48 75 0
e 48 76 0
e 48 63 0
e 48 88 0
e 48 64 0
e 48 65 0
e 49 69 0
e 49 66 0
e 50 67 0
e 50 83 0
e 51 68 0
e 52 74 0
e 53 80 0
e 56 69 0
e 57 70 0
e 58 71 0
e 58 72 0
e 59 73 0
e 60 81 0
e 61 74 0
e 61 83 0
e 62 75 0
e 62 85 0
e 64 76 0
e 64 79 0
e 65 80 0
e 65 86 0
e 65 77 0
e 69 78 0
e 69 79 0
e 72 80 0
e 73 81 0
e 74 82 0
e 74 83 0
e 75 89 0
e 75 84 0
e 75 85 0
e 77 86 0
e 79 87 0
e 79 88 0
e 85 89 0
t # 53
v 0 13
v 1 10
v 2 13
v 3 21
v 4 0
v 5 0
v 6 13
v 7 13
v 8 0
v 9 12
v 10 14
v 11 0
v 12 2
v 13 3
v 14 6
v 15 3
v 16 0
v 17 8
v 18 6
v 19 6
v 20 3
v 21 19
v 22 6
v 23 0
v 24 2
v 25 35
v 26 6
v 27 6
v 28 2
v 29 14
e 0 22 0
e 0 15 0
e 0 9 0
e 1 10 0
e 2 26 0
e 2 28 0
e 2 11 0
e 2 23 0
e 4 15 0
e 6 13 0
e 6 12 0
e 7 13 0
e 7 19 0
e 7 15 0
e 8 18 0
e 9 15 0
e 9 22 0
e 11 26 0
e 11 28 0
e 12 13 0
e 12 23 0
e 12 16 0
e 13 14 0
e 13 15 0
e 13 16 0
e 13 23 0
e 13 22 0
e 14 16 0
e 15 17 0
e 15 18 0
e 15 24 0
e 15 27 0
e 15 19 0
e 15 25 0
e 15 20 0
e 15 21 0
e 15 22 0
e 16 23 0
e 18 24 0
e 18 27 0
e 20 27 0
e 21 25 0
e 23 26 0
e 24 27 0
e 26 28 0
e 28 29 0
t # 54
v 0 14
v 1 0
v 2 2
v 3 0
v 4 2
v 5 23
v 6 13
v 7 4
v 8 0
v 9 2
v 10 2
v 11 2
v 12 0
v 13 0
v 14 2
v 15 22
v 16 3
v 17 3
v 18 5
v 19 2
v 20 6
v 21 2
v 22 6
v 23 3
v 24 13
v 25 6
v 26 6
v 27 6
v 28 6
v 29 6
v 30 2
v 31 2
v 32 13
v 33 23
v 34 19
v 35 13
v 36 2
v 37 14
v 38 14
v 39 2
v 40 6
v 41 14
v 42 14
v 43 13
v 44 14
v 45 13
v 46 20
v 47 13
v 48 13
v 49 13
e 0 47 0
e 0 49 0
e 0 38 0
e 1 16 0
e 1 13 0
e 1 36 0
e 3 16 0
e 3 14 0
e 3 18 0
e 4 22 0
e 4 16 0
e 6 16 0
e 7 35 0
e 8 15 0
e 8 17 0
e 9 30 0
e 9 16 0
e 9 31 0
e 10 16 0
e 10 18 0
e 10 19 0
e 10 29 0
e 11 20 0
e 11 39 0
e 12 16 0
e 12 34 0
e 12 36 0
e 12 26 0
e 13 46 0
e 13 48 0
e 13 19 0
e 13 29 0
e 14 16 0
e 15 47 0
e 15 17 0
e 16 40 0
e 16 46 0
e 16 43 0
e 16 42 0
e 16 35 0
e 16 38 0
e 16 32 0
e 16 45 0
e 16 34 0
e 16 33 0
e 16 48 0
e 16 37 0
e 16 18 0
e 16 19 0
e 16 29 0
e 16 36 0
e 16 39 0
e 16 20 0
e 16 21 0
e 16 41 0
e 16 22 0
e 16 23 0
e 16 24 0
e 16 30 0
e 16 25 0
e 16 26 0
e 16 27 0
e 17 28 0
e 19 29 0
e 20 46 0
e 20 35 0
e 23 40 0
e 23 30 0
e 23 31 0
e 24 32 0
e 25 46 0
e 25 33 0
e 25 48 0
e 25 35 0
e 26 36 0
e 26 34 0
e 27 46 0
e 27 43 0
e 27 45 0
e 33 48 0
e 33 35 0
e 33 46 0
e 34 36 0
e 35 37 0
e 35 46 0
e 36 38 0
e 36 42 0
e 36 39 0
e 36 43 0
e 36 40 0
e 38 44 0
e 38 41 0
e 39 42 0
e 40 43 0
e 41 44 0
e 43 45 0
e 43 46 0
e 44 47 0
e 46 48 0
e 47 49 0
t # 55
v 0 2
v 1 0
v 2 0
v 3 1
v 4 15
v 5 0
v 6 2
v 7 2
v 8 2
v 9 0
v 10 16
v 11 13
v 12 26
v 13 7
v 14 0
v 15 15
v 16 6
v 17 13
v 18 2
v 19 0
v 20 2
v 21 1
v 22 2
v 23 6
v 24 6
v 25 0
v 26 6
v 27 6
v 28 3
v 29 4
v 30 6
v 31 13
v 32 6
v 33 13
v 34 21
v 35 17
v 36 6
v 37 2
v 38 13
v 39 1
v 40 2
v 41 15
v 42 6
v 43 0
v 44 7
v 45 7
v 46 4
v 47 1
v 48 7
v 49 21
v 50 1
v 51 15
v 52 15
v 53 5
v 54 14
v 55 17
v 56 0
v 57 17
v 58 4
v 59 1
v 60 17
e 0 28 0
e 0 37 0
e 0 19 0
e 0 23 0
e 0 16 0
e 0 24 0
e 2 21 0
e 3 17 0
e 5 35 0
e 5 28 0
e 6 47 0
e 6 49 0
e 6 28 0
e 7 34 0
e 7 41 0
e 7 18 0
e 8 59 0
e 8 54 0
e 8 28 0
e 11 28 0
e 11 38 0
e 11 33 0
e 11 19 0
e 12 47 0
e 14 46 0
e 14 60 0
e 14 57 0
e 16 28 0
e 16 37 0
e 16 19 0
e 16 27 0
e 16 20 0
e 16 24 0
e 17 21 0
e 18 34 0
e 18 39 0
e 18 49 0
e 18 29 0
e 18 28 0
e 18 22 0
e 19 37 0
e 19 33 0
e 19 38 0
e 19 28 0
e 19 23 0
e 19 24 0
e 19 25 0
e 20 27 0
e 20 26 0
e 22 34 0
e 22 41 0
e 23 37 0
e 23 28 0
e 24 28 0
e 24 37 0
e 24 27 0
e 26 28 0
e 28 36 0
e 28 40 0
e 28 55 0
e 28 49 0
e 28 46 0
e 28 52 0
e 28 44 0
e 28 47 0
e 28 35 0
e 28 39 0
e 28 54 0
e 28 45 0
e 28 29 0
e 28 34 0
e 28 56 0
e 28 38 0
e 28 37 0
e 28 30 0
e 28 31 0
e 28 57 0
e 28 32 0
e 28 42 0
e 28 51 0
e 28 33 0
e 29 49 0
e 29 34 0
e 29 35 0
e 30 49 0
e 30 46 0
e 32 40 0
e 32 36 0
e 32 37 0
e 32 45 0
e 33 38 0
e 34 49 0
e 34 39 0
e 36 40 0
e 37 52 0
e 37 44 0
e 37 43 0
e 37 46 0
e 37 45 0
e 37 41 0
e 37 57 0
e 37 42 0
e 40 52 0
e 40 45 0
e 40 56 0
e 40 44 0
e 41 43 0
e 42 52 0
e 42 45 0
e 42 46 0
e 42 44 0
e 44 52 0
e 44 45 0
e 44 56 0
e 44 46 0
e 44 48 0
e 45 57 0
e 45 52 0
e 45 47 0
e 45 53 0
e 45 56 0
e 45 48 0
e 46 52 0
e 46 49 0
e 47 49 0
e 47 53 0
e 47 50 0
e 48 51 0
e 48 52 0
e 50 53 0
e 51 54 0
e 51 55 0
e 51 58 0
e 52 60 0
e 52 56 0
e 53 57 0
e 55 58 0
e 56 59 0
e 57 60 0
t # 56
v 0 3
v 1 12
v 2 3
v 3 0
v 4 17
v 5 4
v 6 3
v 7 0
v 8 6
v 9 3
v 10 2
v 11 13
v 12 2
v 13 13
v 14 12
v 15 13
v 16 6
v 17 3
v 18 19
v 19 13
v 20 35
v 21 13
v 22 6
v 23 2
v 24 2
v 25 2
v 26 6
v 27 6
v 28 4
v 29 24
v 30 6
v 31 13
v 32 6
v 33 12
v 34 13
v 35 2
v 36 7
v 37 6
v 38 17
v 39 17
v 40 24
e 0 33 0
e 0 27 0
e 0 17 0
e 0 10 0
e 0 6 0
e 1 39 0
e 2 17 0
e 2 11 0
e 2 12 0
e 2 7 0
e 2 9 0
e 3 26 0
e 4 38 0
e 5 26 0
e 5 8 0
e 5 17 0
e 6 33 0
e 6 27 0
e 6 10 0
e 6 17 0
e 7 17 0
e 7 13 0
e 7 21 0
e 7 14 0
e 7 12 0
e 7 9 0
e 7 10 0
e 8 26 0
e 9 17 0
e 9 11 0
e 9 12 0
e 10 33 0
e 10 17 0
e 10 13 0
e 10 21 0
e 10 27 0
e 11 17 0
e 11 13 0
e 12 17 0
e 12 14 0
e 13 17 0
e 13 21 0
e 13 16 0
e 13 15 0
e 14 17 0
e 14 22 0
e 15 21 0
e 15 17 0
e 15 16 0
e 16 17 0
e 16 18 0
e 17 39 0
e 17 40 0
e 17 36 0
e 17 30 0
e 17 37 0
e 17 35 0
e 17 18 0
e 17 28 0
e 17 19 0
e 17 33 0
e 17 29 0
e 17 20 0
e 17 21 0
e 17 22 0
e 17 23 0
e 17 31 0
e 17 24 0
e 17 32 0
e 17 25 0
e 17 26 0
e 17 27 0
e 20 28 0
e 20 34 0
e 22 29 0
e 24 40 0
e 24 36 0
e 24 35 0
e 24 37 0
e 24 30 0
e 24 31 0
e 25 36 0
e 25 32 0
e 27 33 0
e 28 34 0
e 30 40 0
e 30 36 0
e 31 37 0
e 31 35 0
e 32 36 0
e 35 37 0
e 36 40 0
e 36 38 0
e 36 39 0
e 38 39 0
e 39 40 0
t # 57
v 0 1
v 1 0
v 2 3
v 3 3
v 4 1
v 5 0
v 6 0
v 7 11
v 8 3
v 9 7
v 10 15
v 11 14
v 12 3
v 13 9
v 14 0
v 15 13
v 16 9
v 17 3
v 18 3
v 19 24
v 20 2
v 21 1
v 22 25
v 23 12
v 24 6
v 25 6
v 26 6
v 27 0
v 28 6
v 29 1
v 30 0
v 31 6
v 32 6
v 33 1
v 34 17
v 35 2
v 36 9
v 37 6
v 38 14
v 39 13
v 40 13
v 41 7
v 42 7
v 43 13
e 0 16 0
e 0 9 0
e 0 13 0
e 1 10 0
e 1 11 0
e 2 18 0
e 2 14 0
e 2 20 0
e 2 26 0
e 2 31 0
e 2 12 0
e 3 18 0
e 3 25 0
e 4 18 0
e 4 19 0
e 4 15 0
e 6 20 0
e 6 14 0
e 6 18 0
e 9 16 0
e 9 13 0
e 10 37 0
e 12 14 0
e 12 26 0
e 12 18 0
e 12 20 0
e 12 31 0
e 13 15 0
e 13 16 0
e 14 28 0
e 14 32 0
e 14 37 0
e 14 25 0
e 14 29 0
e 14 35 0
e 14 18 0
e 14 22 0
e 14 20 0
e 14 17 0
e 17 34 0
e 17 32 0
e 17 37 0
e 17 29 0
e 17 35 0
e 17 18 0
e 17 31 0
e 17 22 0
e 18 36 0
e 18 24 0
e 18 31 0
e 18 28 0
e 18 32 0
e 18 19 0
e 18 39 0
e 18 38 0
e 18 25 0
e 18 34 0
e 18 20 0
e 18 29 0
e 18 35 0
e 18 42 0
e 18 40 0
e 18 43 0
e 18 30 0
e 18 26 0
e 18 37 0
e 18 21 0
e 18 33 0
e 18 22 0
e 18 23 0
e 20 24 0
e 20 34 0
e 20 39 0
e 20 36 0
e 20 31 0
e 20 25 0
e 20 26 0
e 21 40 0
e 21 43 0
e 21 36 0
e 21 27 0
e 22 35 0
e 22 32 0
e 22 28 0
e 22 29 0
e 23 36 0
e 23 38 0
e 23 39 0
e 23 42 0
e 23 40 0
e 23 43 0
e 23 30 0
e 24 36 0
e 25 31 0
e 25 32 0
e 28 35 0
e 28 32 0
e 29 37 0
e 29 35 0
e 30 36 0
e 30 38 0
e 30 39 0
e 30 42 0
e 30 40 0
e 30 43 0
e 30 33 0
e 31 34 0
e 32 35 0
e 33 42 0
e 33 40 0
e 33 43 0
e 33 36 0
e 33 39 0
e 35 37 0
e 36 38 0
e 36 42 0
e 36 40 0
e 36 43 0
e 36 39 0
e 39 42 0
e 39 43 0
e 39 40 0
e 40 43 0
e 40 41 0
e 40 42 0
e 42 43 0
t # 58
v 0 13
v 1 4
v 2 3
v 3 1
v 4 6
v 5 22
v 6 0
v 7 1
v 8 21
v 9 4
v 10 13
v 11 17
v 12 24
e 0 2 0
e 2 7 0
e 2 8 0
e 2 3 0
e 2 12 0
e 2 11 0
e 2 9 0
e 2 4 0
e 2 10 0
e 2 5 0
e 2 6 0
e 3 7 0
e 4 8 0
e 5 11 0
e 5 9 0
e 7 10 0
e 7 12 0
e 9 11 0
e 10 12 0
t # 59
v 0 0
v 1 2
v 2 13
v 3 19
v 4 2
v 5 0
v 6 25
v 7 6
v 8 33
v 9 4
v 10 11
v 11 18
v 12 2
v 13 8
v 14 13
v 15 6
v 16 13
v 17 23
v 18 7
v 19 6
v 20 20
v 21 0
v 22 6
v 23 1
v 24 6
v 25 13
v 26 13
v 27 13
v 28 2
v 29 6
v 30 13
v 31 13
v 32 13
v 33 13
v 34 3
v 35 4
v 36 6
v 37 0
v 38 6
v 39 2
v 40 13
v 41 6
v 42 2
v 43 13
v 44 5
v 45 12
v 46 17
v 47 6
v 48 6
v 49 6
v 50 2
v 51 13
v 52 13
v 53 20
v 54 13
v 55 9
v 56 6
v 57 1
v 58 7
v 59 13
v 60 5
e 1 34 0
e 1 25 0
e 1 26 0
e 3 34 0
e 3 48 0
e 3 54 0
e 4 34 0
e 6 27 0
e 7 31 0
e 7 40 0
e 14 34 0
e 15 34 0
e 16 34 0
e 17 35 0
e 18 34 0
e 18 28 0
e 19 30 0
e 20 34 0
e 20 55 0
e 21 34 0
e 21 29 0
e 22 30 0
e 22 43 0
e 24 31 0
e 25 34 0
e 26 34 0
e 28 34 0
e 29 34 0
e 29 53 0
e 29 59 0
e 29 32 0
e 29 33 0
e 32 35 0
e 32 58 0
e 32 53 0
e 32 59 0
e 32 34 0
e 33 59 0
e 33 34 0
e 33 53 0
e 33 35 0
e 34 36 0
e 34 55 0
e 34 37 0
e 34 60 0
e 34 57 0
e 34 53 0
e 34 38 0
e 34 39 0
e 34 40 0
e 34 52 0
e 34 41 0
e 34 42 0
e 34 43 0
e 34 44 0
e 34 45 0
e 34 58 0
e 34 46 0
e 34 54 0
e 34 47 0
e 34 59 0
e 34 56 0
e 34 48 0
e 34 49 0
e 34 50 0
e 34 51 0
e 35 58 0
e 36 52 0
e 45 53 0
e 48 54 0
e 49 55 0
e 50 56 0
e 53 57 0
e 53 58 0
e 53 59 0
e 58 60 0
t # 60
v 0 13
v 1 13
v 2 0
v 3 13
v 4 13
v 5 13
v 6 0
v 7 2
v 8 13
v 9 0
v 10 13
v 11 0
v 12 13
v 13 1
v 14 6
v 15 13
v 16 0
v 17 2
v 18 13
v 19 13
v 20 13
v 21 5
v 22 6
v 23 10
v 24 13
v 25 12
v 26 0
v 27 14
v 28 0
v 29 0
v 30 0
v 31 13
v 32 24
v 33 0
v 34 13
v 35 13
v 36 13
v 37 21
v 38 13
v 39 13
v 40 3
v 41 6
v 42 13
v 43 6
v 44 5
v 45 1
v 46 26
v 47 14
v 48 13
v 49 4
v 50 2
v 51 6
v 52 23
v 53 6
v 54 13
v 55 18
v 56 5
v 57 11
v 58 6
v 59 15
v 60 6
v 61 8
v 62 13
v 63 9
v 64 6
v 65 0
v 66 13
v 67 2
v 68 1
v 69 1
v 70 1
v 71 16
v 72 13
v 73 13
v 74 13
v 75 0
v 76 15
v 77 13
v 78 6
v 79 1
v 80 6
v 81 1
v 82 1
v 83 5
v 84 1
v 85 9
v 86 4
v 87 13
v 88 20
v 89 15
v 90 13
v 91 9
v 92 27
v 93 1
v 94 21
v 95 13
v 96 13
v 97 7
v 98 7
v 99 16
e 0 40 0
e 0 90 0
e 0 77 0
e 0 62 0
e 0 78 0
e 0 24 0
e 1 40 0
e 1 51 0
e 1 54 0
e 1 72 0
e 2 46 0
e 2 40 0
e 2 64 0
e 5 94 0
e 5 40 0
e 6 40 0
e 6 44 0
e 6 84 0
e 6 69 0
e 6 25 0
e 6 26 0
e 7 50 0
e 7 40 0
e 8 40 0
e 9 40 0
e 9 61 0
e 9 98 0
e 10 44 0
e 10 40 0
e 11 54 0
e 11 53 0
e 11 40 0
e 13 98 0
e 13 40 0
e 13 93 0
e 13 99 0
e 13 69 0
e 13 56 0
e 13 68 0
e 14 80 0
e 14 40 0
e 15 27 0
e 16 33 0
e 16 28 0
e 16 29 0
e 18 40 0
e 18 49 0
e 19 38 0
e 19 40 0
e 19 67 0
e 19 34 0
e 19 30 0
e 20 37 0
e 20 39 0
e 20 74 0
e 20 35 0
e 20 31 0
e 21 92 0
e 21 81 0
e 21 40 0
e 21 32 0
e 21 68 0
e 22 40 0
e 22 41 0
e 23 40 0
e 23 71 0
e 24 66 0
e 24 40 0
e 24 90 0
e 24 77 0
e 24 62 0
e 24 78 0
e 25 40 0
e 26 84 0
e 26 40 0
e 26 69 0
e 28 40 0
e 29 33 0
e 30 38 0
e 30 40 0
e 30 34 0
e 31 39 0
e 31 37 0
e 31 35 0
e 32 40 0
e 34 40 0
e 34 38 0
e 34 36 0
e 35 37 0
e 35 39 0
e 35 74 0
e 36 40 0
e 36 38 0
e 37 74 0
e 37 39 0
e 38 40 0
e 40 94 0
e 40 86 0
e 40 84 0
e 40 98 0
e 40 71 0
e 40 73 0
e 40 85 0
e 40 41 0
e 40 91 0
e 40 97 0
e 40 96 0
e 40 42 0
e 40 68 0
e 40 43 0
e 40 83 0
e 40 44 0
e 40 99 0
e 40 78 0
e 40 88 0
e 40 95 0
e 40 45 0
e 40 79 0
e 40 46 0
e 40 47 0
e 40 48 0
e 40 49 0
e 40 50 0
e 40 51 0
e 40 52 0
e 40 53 0
e 40 54 0
e 40 92 0
e 40 55 0
e 40 69 0
e 40 56 0
e 40 57 0
e 40 58 0
e 40 59 0
e 40 76 0
e 40 60 0
e 40 72 0
e 40 61 0
e 40 82 0
e 40 93 0
e 40 75 0
e 40 62 0
e 40 63 0
e 40 64 0
e 40 65 0
e 40 66 0
e 40 67 0
e 43 83 0
e 43 68 0
e 44 84 0
e 44 69 0
e 44 70 0
e 45 85 0
e 45 71 0
e 47 71 0
e 54 72 0
e 55 92 0
e 56 99 0
e 56 98 0
e 57 75 0
e 57 73 0
e 58 74 0
e 58 75 0
e 59 76 0
e 62 90 0
e 62 77 0
e 62 78 0
e 63 93 0
e 64 91 0
e 64 97 0
e 64 79 0
e 64 96 0
e 65 98 0
e 67 80 0
e 68 92 0
e 68 81 0
e 68 93 0
e 68 82 0
e 68 83 0
e 69 84 0
e 69 93 0
e 71 85 0
e 71 86 0
e 72 87 0
e 73 88 0
e 73 95 0
e 76 89 0
e 77 90 0
e 79 96 0
e 79 97 0
e 79 91 0
e 81 92 0
e 82 93 0
e 83 92 0
e 83 93 0
e 86 98 0
e 86 94 0
e 88 95 0
e 91 96 0
e 91 97 0
e 94 98 0
e 98 99 0
t # 61
v 0 0
v 1 2
v 2 13
v 3 0
v 4 6
v 5 0
v 6 0
v 7 3
v 8 2
v 9 6
v 10 0
v 11 2
v 12 6
v 13 2
v 14 6
v 15 8
v 16 0
v 17 19
v 18 6
v 19 6
v 20 2
v 21 0
v 22 2
v 23 2
v 24 0
v 25 0
v 26 2
v 27 2
v 28 31
v 29 13
v 30 6
v 31 6
v 32 6
v 33 6
v 34 2
v 35 13
v 36 13
v 37 14
v 38 31
v 39 17
v 40 17
v 41 0
v 42 0
e 0 36 0
e 0 7 0
e 0 31 0
e 1 41 0
e 1 7 0
e 1 40 0
e 1 34 0
e 1 27 0
e 1 21 0
e 1 25 0
e 1 4 0
e 1 38 0
e 1 13 0
e 1 16 0
e 1 22 0
e 1 15 0
e 1 5 0
e 1 2 0
e 2 7 0
e 2 3 0
e 2 34 0
e 2 27 0
e 2 21 0
e 2 25 0
e 2 4 0
e 3 7 0
e 3 25 0
e 4 40 0
e 4 7 0
e 4 25 0
e 4 34 0
e 4 27 0
e 4 41 0
e 4 21 0
e 4 38 0
e 4 13 0
e 4 5 0
e 5 28 0
e 5 40 0
e 5 38 0
e 5 7 0
e 5 34 0
e 5 27 0
e 5 26 0
e 5 41 0
e 5 25 0
e 5 6 0
e 5 21 0
e 6 39 0
e 6 41 0
e 6 7 0
e 6 38 0
e 6 25 0
e 7 29 0
e 7 40 0
e 7 26 0
e 7 41 0
e 7 19 0
e 7 8 0
e 7 37 0
e 7 23 0
e 7 9 0
e 7 10 0
e 7 35 0
e 7 11 0
e 7 36 0
e 7 28 0
e 7 12 0
e 7 13 0
e 7 33 0
e 7 30 0
e 7 31 0
e 7 14 0
e 7 34 0
e 7 27 0
e 7 21 0
e 7 38 0
e 7 25 0
e 7 32 0
e 7 15 0
e 7 16 0
e 7 17 0
e 7 18 0
e 7 22 0
e 8 37 0
e 8 19 0
e 9 26 0
e 9 30 0
e 9 23 0
e 10 26 0
e 10 23 0
e 10 30 0
e 11 36 0
e 11 31 0
e 11 23 0
e 11 26 0
e 12 40 0
e 13 41 0
e 14 40 0
e 15 26 0
e 15 34 0
e 15 20 0
e 15 27 0
e 15 24 0
e 15 21 0
e 15 25 0
e 16 25 0
e 16 41 0
e 16 22 0
e 17 26 0
e 17 30 0
e 17 23 0
e 19 37 0
e 19 26 0
e 19 33 0
e 20 40 0
e 20 24 0
e 21 40 0
e 21 38 0
e 21 25 0
e 21 34 0
e 22 25 0
e 23 30 0
e 23 26 0
e 24 40 0
e 25 42 0
e 25 41 0
e 25 34 0
e 25 27 0
e 26 28 0
e 26 36 0
e 26 40 0
e 26 29 0
e 26 35 0
e 26 37 0
e 26 30 0
e 26 31 0
e 26 32 0
e 26 33 0
e 27 38 0
e 27 40 0
e 27 34 0
e 28 40 0
e 30 35 0
e 31 36 0
e 33 37 0
e 34 40 0
e 34 38 0
e 38 39 0
e 38 40 0
e 38 41 0
e 39 42 0
t # 62
v 0 0
v 1 0
v 2 1
v 3 3
v 4 14
v 5 13
v 6 18
v 7 13
v 8 13
v 9 3
v 10 14
v 11 0
v 12 3
v 13 13
v 14 0
v 15 9
v 16 6
v 17 14
v 18 13
v 19 5
v 20 13
v 21 24
v 22 13
v 23 7
v 24 2
v 25 5
v 26 6
v 27 5
v 28 1
v 29 27
e 1 9 0
e 1 23 0
e 1 6 0
e 2 17 0
e 2 13 0
e 4 29 0
e 5 9 0
e 5 21 0
e 5 23 0
e 5 29 0
e 5 28 0
e 5 19 0
e 5 7 0
e 6 20 0
e 6 18 0
e 6 9 0
e 6 22 0
e 6 23 0
e 6 8 0
e 7 9 0
e 7 21 0
e 7 29 0
e 7 28 0
e 7 23 0
e 7 19 0
e 8 22 0
e 8 24 0
e 8 26 0
e 8 9 0
e 8 13 0
